y,t,g,Q
1,0,0.015747142089454352,0.9991805586628532
1,0,0.3673845943482942,0.9604751331704766
1,0,0.096563549621625,0.9964207412309228
0,0,0.41533887068272124,0.5187756314952253
1,0,0.5551110980933566,0.6084788328633213
1,0,0.4677431387669695,0.6258831124339338
1,0,0.25661182246537867,0.9296957113468906
0,0,0.5769092160937629,0.5662462513669796
1,0,0.25661182246537867,0.9293156916604105
0,0,0.424936283384477,0.6469288021881976
1,0,0.16065093338220987,0.9248097120886615
1,0,0.015747142089454352,0.9904845016237649
1,0,0.0,0.3428392091815919
1,0,0.48753195855032927,0.6210142394545062
1,0,0.3673845943482942,0.9604751331704766
0,0,0.4916750118925828,0.7621581560634485
1,0,0.3270637062020856,0.5917224449538682
1,0,0.08992514804500278,0.9388825363411306
0,0,0.25671358821117474,0.9547714192971126
1,0,0.39949298544553546,0.4586821041896593
0,0,0.21517363219425328,0.21948930748047807
0,0,0.0,0.36971245317677337
0,0,0.6251301343056292,0.547583620162084
1,0,0.11965494223668871,0.9219442623091808
1,0,0.2295652547808047,0.9293768584669436
1,0,0.4850299235405728,0.5992343181414698
0,0,0.41864337704025073,0.951199077985073
0,0,0.4889068929544496,0.7919014797344263
0,0,0.40369102780347815,0.9340041973055014
1,0,0.46304417362420563,0.6540767535331413
0,0,0.5581710070634732,0.4064490914855648
1,0,0.2755101058066065,0.9353116971468294
0,0,0.0,0.033204048766930595
0,0,0.0,0.34500713812367445
1,0,0.0,0.2807155524587425
0,0,0.159246402278297,0.27705363977364794
0,0,0.0,0.34118546729243054
1,0,0.028800747932719185,0.9969152182468103
0,0,0.24192372194697456,0.9353116971468294
1,0,0.4471553815777891,0.6971513228870969
1,0,0.01716399486182798,0.9964207412309228
1,0,0.2773738518570898,0.9386990786192614
0,0,0.48753195855032927,0.719467309053361
1,0,0.48054951216939495,0.628312518328704
0,0,0.32247539682539694,0.028509750054889947
1,0,0.23667338474417765,0.7875325865306902
0,0,0.4978844095865325,0.5936172741651718
1,0,0.45516745557082944,0.6377710607599205
0,0,0.0,0.3008182491147505
1,0,0.12486634043419322,0.9412899513946512
1,0,0.1010084776725209,0.9991805586628532
0,0,0.49081112719227954,0.6800207419983454
1,0,0.0,0.2531833520377514
1,0,0.5262599015891932,0.664470850273442
0,0,0.5730435223949347,0.6328257780283817
1,0,0.5103752767226685,0.5511186929911712
1,0,0.28339617851096066,0.7686285391831115
1,0,0.062230362789955584,0.9563593651625762
1,0,0.4471553815777891,0.7034109026698641
0,0,0.40369102780347815,0.9340041973055014
0,0,0.0,0.013783165871086493
1,0,0.02659547266559057,0.9969152182468103
1,0,0.0,0.532248156947978
1,0,0.28339617851096066,0.7686285391831115
1,0,0.15549626484470377,0.9235018661619309
1,0,0.6381007452197376,0.48691167228800225
1,0,0.2574757381218489,0.7372967616525398
1,0,0.0,0.2642995259776567
1,0,0.44624424712201477,0.8935502536587738
0,0,0.469128955158026,0.7034109026698641
1,0,0.3673845943482942,0.951199077985073
1,0,0.25380005192485094,0.9124714956716741
1,0,0.0,0.0004897959183673469
1,0,0.40369102780347815,0.8331848522623653
1,0,0.0,0.38864654713177815
0,0,0.21619590262149813,0.4586821041896593
0,0,0.4862278953593386,0.6898328683612855
0,0,0.0,0.532248156947978
1,0,0.5393685272186677,0.6764407025781682
1,0,0.28392234266059324,0.9169226892036406
1,0,0.2729832644756814,0.951199077985073
1,0,0.0733765656825522,0.9761650575507365
1,0,0.12565663481998504,0.9964207412309228
1,0,0.44117847917541814,0.7372967616525398
1,0,0.5179066803501652,0.6109741024466784
1,0,0.5622327817589385,0.9719136610325705
1,0,0.6337788860952782,0.5729799183264682
1,0,0.44117847917541814,0.7372967616525398
1,0,0.03668585602931356,0.900258812155201
1,0,0.3673845943482942,0.9604751331704766
0,0,0.15132341726980417,0.6295949674719091
0,0,0.5563729570054163,0.7307345623951883
1,0,0.03934567549151229,0.9543595088311029
1,0,0.0732712644542053,0.9563593651625762
1,0,0.46304417362420563,0.6540767535331413
1,0,0.2295652547808047,0.9298798255718489
1,0,0.31672157729601713,0.9221816291505512
0,0,0.3908127883720813,0.5992343181414698
1,0,0.39408660557140224,0.6175087810403076
1,0,0.6037253276501913,0.42008670143239574
0,0,0.0,0.6139850924985987
1,0,0.544075906018349,0.7407051527859927
1,0,0.470281850443444,0.9653736798172163
0,0,0.1606837793135727,0.3490658219473397
0,0,0.5609296443235655,0.5513031260507257
1,0,0.547969121126341,0.9529599699750338
1,0,0.1192691518551487,0.8917219161147127
0,0,0.32724156908619456,0.5917224449538682
0,0,0.0002222222222222222,0.028509750054889947
1,0,0.5622327817589385,0.9719136610325705
0,0,0.0,0.319647875153338
1,0,0.27602610100308866,0.20864631978459797
1,0,0.4849286483459267,0.6786051677268095
1,0,0.03934567549151229,0.9388825363411306
0,0,0.2729832644756814,0.9604751331704766
1,0,0.24192372194697456,0.9353116971468294
0,0,0.5676284038513201,0.7463652504523962
1,0,0.5617662364715442,0.9529599699750338
0,0,0.0,0.35077368069265324
1,0,0.1895609140712589,0.9165841358971923
1,0,0.41864337704025073,0.9604751331704766
1,0,0.5676284038513201,0.7463652504523962
1,0,0.5676284038513201,0.7621581560634485
1,0,0.5676284038513201,0.6525207535797897
0,0,0.0,0.20599101435319184
0,0,0.0,0.08030616343308744
1,0,0.21638370502587162,0.3398652305351805
0,0,0.4842130087291175,0.4827510685764223
0,0,0.5708297789988745,0.5601780151945948
1,0,0.48686056579564274,0.6513663290862953
1,0,0.3017053550204223,0.9386990786192614
1,0,0.062230362789955584,0.9761650575507365
1,0,0.5617662364715442,0.9653736798172163
0,0,0.39978521530088923,0.5316250875768873
0,0,0.46877579605747344,0.732176993276288
1,0,0.5171750465525418,0.9719136610325705
1,0,0.3017053550204223,0.9386990786192614
1,0,0.29059948436804617,0.7940920354074308
0,0,0.6066645889109593,0.5594714535884399
1,0,0.5171750465525418,0.9719136610325705
1,0,0.43049257371934596,0.6521887183047018
0,0,0.6001342474486073,0.5067942736931474
1,0,0.5825026228192457,0.43939921613488897
0,0,0.5676284038513201,0.7463652504523962
0,0,0.0,0.28280017786974293
1,0,0.5730435223949347,0.594278722517904
1,0,0.3909106866263252,0.5199139982041221
1,0,0.06610332407843872,0.9904845016237649
1,0,0.5716889672176776,0.5255902316054124
1,0,0.5268693100996407,0.6777661723414362
1,0,0.06894634768243472,0.9761650575507365
1,0,0.02659547266559057,0.9976071647026524
0,0,2.325581395348837e-05,0.032146724443593955
1,0,0.5919228362422838,0.9904845016237649
1,0,0.44117847917541814,0.7372967616525398
0,0,0.0,0.38403332322166195
1,0,0.0733765656825522,0.9761650575507365
1,0,0.49081112719227954,0.6352342693057834
0,0,0.0,0.013783165871086493
1,0,0.25380005192485094,0.9169226892036406
0,0,0.48993359513612467,0.7034109026698641
1,0,0.2986910000222758,0.9221816291505512
1,0,0.41864337704025073,0.9253294055857917
1,0,0.39978521530088923,0.5187756314952253
1,0,0.06384492695224707,0.9969152182468103
1,0,0.11965494223668871,0.9609608979106056
1,0,0.25671358821117474,0.9142943536470215
1,0,0.4442847425660944,0.6540767535331413
1,0,0.06894634768243472,0.9563593651625762
0,0,0.0,0.4397097306125429
0,0,0.5394457571162046,0.4874338273173934
1,0,0.0,0.36927888075317783
1,0,0.06894634768243472,0.9761650575507365
1,0,0.0,0.38864654713177815
1,0,0.2986910000222758,0.9604751331704766
0,0,0.2450246040923923,0.469301011445529
1,0,0.547969121126341,0.9505908779939738
1,0,0.544075906018349,0.7673966949304974
1,0,0.2592682205321415,0.517233671711669
1,0,0.0750404085683929,0.9969152182468103
1,0,0.5676284038513201,0.6525207535797897
1,0,0.5393685272186677,0.6631689291895825
1,0,0.24192372194697456,0.9169226892036406
0,0,0.1192691518551487,0.9991805586628532
1,0,0.5103752767226685,0.47237748947870395
1,0,0.25380005192485094,0.9353116971468294
0,0,0.3909106866263252,0.5904857625218775
1,0,0.4838159293415632,0.7027320426326975
1,0,0.28392234266059324,0.9124714956716741
0,0,0.14721700890011738,0.9458055969702129
0,0,0.5170914295026029,0.5802524079017294
0,0,2.325581395348837e-05,0.27540915994094695
1,0,0.5676284038513201,0.6525207535797897
1,0,0.0712492596693274,0.9904845016237649
0,0,0.4978844095865325,0.6590931903444475
1,0,0.07379660590332439,0.9904845016237649
0,0,0.0,0.4326109071650352
1,0,0.533246017749407,0.4893101284364287
0,0,0.39949298544553546,0.5465775834239335
1,0,0.4916750118925828,0.7027320426326975
1,0,0.15423111694057837,0.9412899513946512
1,0,0.1499012109025903,0.9298798255718489
0,0,0.43049257371934596,0.6540767535331413
1,0,0.2047730052483634,0.674786299749723
1,0,0.4252824231959514,0.9719136610325705
1,0,0.08992514804500278,0.9543595088311029
1,0,0.21405412373408006,0.9386990786192614
1,0,0.2798012424837899,0.7875325865306902
1,0,0.2755101058066065,0.9124714956716741
1,0,0.5697308558760003,0.47223074060506476
1,0,0.5429649965586385,0.7626538576391344
1,0,0.3017053550204223,0.9254162682817821
1,0,0.5252773347834034,0.6084381289833598
0,0,0.3040801587301585,0.0004897959183673469
1,0,0.25661182246537867,0.9293156916604105
0,0,0.0,0.27540915994094695
1,0,2.325581395348837e-05,0.319647875153338
1,0,0.2798012424837899,0.7875325865306902
1,0,0.39637314759120934,0.8707611157452526
0,0,0.2087712213014354,0.20333578218104265
0,0,0.0,0.34500713812367445
1,0,0.5444885626815322,0.7520046214904443
1,0,0.19339585279753516,0.9904845016237649
1,0,0.2798012424837899,0.8464349999855955
1,0,0.06894634768243472,0.9490355629122403
1,0,0.2773738518570898,0.9254162682817821
0,0,0.0,0.35983525450532483
0,0,0.20451481810153893,0.9567312732109319
0,0,0.19820608863629088,0.4948610474696741
1,0,0.2755101058066065,0.9124714956716741
0,0,0.0,0.42184041689255053
0,0,0.32247539682539694,0.028509750054889947
0,0,0.0,0.0004897959183673469
1,0,0.15549626484470377,0.9458055969702129
0,0,0.45708131531642904,0.6175087810403076
1,0,0.5192508244365358,0.7128142735363364
0,0,0.29059948436804617,0.7875325865306902
0,0,0.30889496717447645,0.8464349999855955
1,0,0.6251301343056292,0.5601780151945948
1,0,0.0712492596693274,0.9964207412309228
1,0,0.23094320603494947,0.33867284986275953
0,0,0.0,0.3433713242062273
0,0,0.6037253276501913,0.4610058094130722
1,0,0.41864337704025073,0.9286821984569554
1,0,0.02659547266559057,0.9969152182468103
1,0,0.5729348725538014,0.7469844180737643
1,0,0.5551110980933566,0.6629630485748443
1,0,0.2773738518570898,0.9254162682817821
1,0,0.4366745878029461,0.9505908779939738
1,0,0.547969121126341,0.9505908779939738
1,0,0.5394457571162046,0.43469943748338297
0,0,0.02752222222222222,0.20088698788201104
0,1,0.4773400528265985,0.021063325538261495
