y,t,g,Q
1,0,0.024003339240779197,0.8592229579649902
1,0,0.08601988552760564,0.7494721378412101
1,0,0.055191914551554616,0.8727027692445537
1,0,0.10187955602303948,0.7496731488278632
1,0,0.6599888790619564,0.5017333568704684
1,0,0.0460553436607092,0.9176113937763553
1,0,0.41529150165050166,0.7122851966360259
1,0,0.0487654919562866,0.5886042100695438
1,0,0.16121426855057064,0.7271246586074563
1,0,0.04856603724491085,0.6557735259747524
1,0,0.14191954438864948,0.616628585478128
1,0,0.06444489758480478,0.7756121203917326
0,0,0.11651401049349915,0.7814975851808855
1,0,0.12267960096719852,0.8032909565739849
1,0,0.13842800465275867,0.6041928152588782
0,0,0.31987142914275246,0.7759540710552327
0,0,0.6067189955765458,0.5502083376687719
1,0,0.6681563080140166,0.6552382311972667
1,0,0.03187423103657394,0.664922231240064
0,0,0.5778890023568723,0.6384445879923074
1,0,0.31406695117958283,0.6963182098868002
1,0,0.0909882675696506,0.6466492297441894
1,0,0.65650702987616,0.6338917090628909
1,0,0.02935246662009879,0.7511827424349509
1,0,0.10139426865717854,0.7367313254255436
1,0,0.0430777533056153,0.9378418795833052
1,0,0.019162665646394666,0.9796132676829449
1,0,0.017292675186955538,0.9220906610984604
1,0,0.5062419143362641,0.5796143618857824
1,0,0.6336566350875494,0.36154230475663623
1,0,0.47765906984964523,0.7242552788287075
1,0,0.12127443854804244,0.7496731488278632
1,0,0.039238924857194254,0.7279663299316982
1,0,0.14217757516781393,0.8090455162845827
1,0,0.05010902773642006,0.7386166747407791
0,0,0.08264954457767414,0.5939467900044232
0,0,0.14981926368100137,0.7345179728896297
0,0,0.07684544866668061,0.5250458140942641
1,0,0.017050038382363922,0.9110515904093538
1,0,0.11300312364762553,0.6746242929078783
1,0,0.010697424009673247,0.8863023174924046
0,0,0.060613623030300455,0.7896081383767999
1,0,0.06485876752587082,0.8595317256998941
1,0,0.010468866893873172,0.824361857550108
1,0,0.5135251486333191,0.34890047452410233
0,0,0.020460988002351778,0.9529839651402443
0,0,0.05846644360309758,0.7460036306841555
1,0,0.04278817189075628,0.7546717173457806
1,0,0.038160924805438236,0.9819623385356521
1,0,0.28821944987355386,0.9609298810076027
1,0,0.03715446951104185,0.7650055284752514
1,0,0.04303599291644395,0.5459196109453102
1,0,0.02262008706659185,0.950898532500598
1,0,0.09352788802169995,0.49702319693297115
1,0,0.03669265916127094,0.693304681305054
1,0,0.06282194687481846,0.9342285331434733
1,0,0.7377217924166678,0.42642007163350504
1,0,0.0430797995971152,0.856150878319586
1,0,0.04276464525498845,0.8943501959933142
0,0,0.582902253055482,0.6059892676850442
1,0,0.155491647718093,0.7036090350539792
1,0,0.2471442578808267,0.8188760508338293
1,0,0.046671728116371027,0.7458108172431965
1,0,0.046633930060468363,0.9370294423073195
1,0,0.1195798468512587,0.7232683045551375
1,0,0.027451956934418868,0.959982444686397
0,0,0.04286854035988426,0.6416145429009312
0,0,0.09602894901467013,0.6286670932733083
1,0,0.0746043533362371,0.15614685779785092
1,0,0.050482048414374654,0.9148812043438737
1,0,0.03073773441668188,0.9450527711135321
0,0,0.20751359069466238,0.7411311949494075
0,0,0.8389860388677468,0.2415486669308409
0,0,0.04634075930680683,0.29314492077354587
1,0,0.5082398058627857,0.9287985583292586
1,0,0.04809247479485535,0.963852954152335
1,0,0.20759183473123344,0.7172174903620495
1,0,0.038160924805438236,0.9261658460629033
1,0,0.7742872425015386,0.5938975101923096
0,0,0.6612806374177066,0.36671429127253585
1,0,0.03914745613387435,0.9275486458743117
0,0,0.5483245781590854,0.5501781508807924
1,0,0.11398457671778978,0.6920850332886613
1,0,0.034783503148984395,0.7751453200963864
1,0,0.062109130403365374,0.829855195787564
0,0,0.026366852129975117,0.7393221741544286
1,0,0.2278174002444672,0.9669333256228225
0,0,0.8007382486784066,0.396830112372328
0,0,0.6287970615542623,0.6896917575626028
1,0,0.1448154004743754,0.7258799211141643
1,0,0.36411617442416966,0.7588243220011265
0,0,0.07344947908163506,0.3549699464059406
1,0,0.04176025024613824,0.7422689234020308
0,0,0.12159051713447852,0.6298537791811426
1,0,0.5112416610427342,0.47702335903341647
0,0,0.37665348388957776,0.7177632018600714
1,0,0.2573961563477245,0.6937548163731995
0,0,0.5846254806585114,0.4233087257593224
1,0,0.06871208150627447,0.7421857104180092
1,0,0.1341340650859337,0.6256612338971247
1,0,0.03916201326290547,0.9635236673688109
1,0,0.03719598375343823,0.6894138039566622
1,0,0.5323453273667558,0.5304049838651264
1,0,0.052866175951041344,0.7455029439228983
1,0,0.08439543043869435,0.3077121820872858
1,0,0.0254593851666404,0.9543993119802046
0,0,0.6309427734633303,0.5060055913774041
1,0,0.02180663179049167,0.8917849485970983
1,0,0.04206353535282405,0.7529705871940271
1,0,0.08982623854385113,0.800339064208459
1,0,0.5380608819920207,0.5997000462803571
1,0,0.5594055868705646,0.6082315279133427
1,0,0.029071744388809363,0.9773829964425693
1,0,0.6950106694679351,0.6394311964609841
1,0,0.6375563166869992,0.6942248105382572
0,0,0.5634543653481169,0.7065032162020146
1,0,0.04110213018206335,0.858669521233112
0,0,0.06313513955149316,0.5187724720225143
0,0,0.323559415892349,0.5567016695762838
0,0,0.06007591884073829,0.7488645011425151
0,0,0.05490419893370635,0.595496065980274
1,0,0.2221201634659321,0.6675868435211786
1,0,0.021137010261656423,0.9588460075822881
0,0,0.06121295835863596,0.1883345741208605
1,0,0.03694863766198246,0.7515879489752998
1,0,0.37033720636491496,0.6878019436467189
0,0,0.09071997685450556,0.7814975851808855
1,0,0.7169281044815221,0.6122095010704114
1,0,0.04110213018206335,0.875181950081836
1,0,0.06928063965528959,0.4870954689585996
1,0,0.04970088595936204,0.8925278490687364
1,0,0.5475986234202133,0.84391440305389
1,0,0.02595217584423425,0.90060156113956
1,0,0.07769518878005313,0.759790358366435
0,0,0.5808226575977783,0.45303106471083504
1,0,0.30311904200120354,0.7032288641585066
1,0,0.12336828004729718,0.7791084537570793
0,0,0.050611191153935316,0.42593057789293026
0,0,0.6784298468119179,0.6677509649050971
1,0,0.6946706688511686,0.5918921368661113
1,0,0.6941611628709228,0.5797555632181883
1,0,0.0508122183973278,0.8889734227539532
0,0,0.040920974280170594,0.7508627690333866
1,0,0.10263786494547988,0.7439519123479248
1,0,0.6489835518135902,0.67820377596337
1,0,0.03337195736365366,0.7377811982356085
0,0,0.1325768747056202,0.7638569424856854
1,0,0.188250907346172,0.7195047273369493
1,0,0.6384258790756221,0.39299508279967177
0,0,0.6397027684075973,0.6445838046453292
1,0,0.3096087076888957,0.7448715075077981
1,0,0.7186154974861033,0.6131113990656586
1,0,0.10326030794189424,0.8415956042511662
0,0,0.6866407422212799,0.6154882250821138
1,0,0.030799926354524713,0.7502170042236173
1,0,0.09801623610149543,0.6660117959083595
1,0,0.05641348223964749,0.7620484253014507
1,0,0.1904098193059489,0.7610756585941085
1,0,0.047534562455440695,0.7586066597687042
0,0,0.03921001196420519,0.7523119929107465
1,0,0.07271340974728457,0.7494721378412101
0,0,0.18016556417668414,0.6120962493384683
1,0,0.3575996365237214,0.6830610269758594
0,0,0.09342890489899544,0.5540387207591181
1,0,0.04872663869065851,0.9089062870533254
1,0,0.35874735891800075,0.7319540944759985
0,0,0.07525812713960939,0.73770162007801
1,0,0.0836730661926757,0.5279480799689681
1,0,0.03202702721512623,0.7037948854544547
1,0,0.2761295039195351,0.6925015872180673
1,0,0.12115042628751822,0.8023441773709081
1,0,0.35062214170423844,0.6062495834347267
0,0,0.052162365023841424,0.29314492077354587
1,0,0.5918375671610788,0.5301204476308358
1,0,0.6625794625658075,0.5796527490895298
1,0,0.15122204499195455,0.6744453602373254
1,0,0.02448775997790561,0.8953010498931124
1,0,0.6479292450194262,0.7714432444686692
1,0,0.060472909320039174,0.8981582931664167
0,0,0.15964677224954077,0.7753147854029946
1,0,0.04198426897910381,0.7190060729288453
0,0,0.6037581358123305,0.7132235807421511
1,0,0.04720378130086104,0.8205747898037395
1,0,0.4840280194017885,0.7496043553686133
1,0,0.2016086200977772,0.7609033505219102
1,0,0.11034821604756954,0.7620528576357883
1,0,0.2108745585409208,0.7143779885596463
1,0,0.020266392941722656,0.9639999669525627
1,0,0.0278199906795575,0.6366250373514666
1,0,0.28227207628399,0.727944651769128
1,0,0.602873160188762,0.5941197315168159
0,0,0.0717517572905365,0.719439593894674
1,0,0.556889458657,0.6990871643123867
1,0,0.04380918041515963,0.788080013387195
1,0,0.09801623610149543,0.6423911244353157
1,0,0.1222871053255607,0.7769953516382552
1,0,0.6731202637501297,0.5451557097087333
1,0,0.10155246433910148,0.6422368717337608
1,0,0.04761280904812266,0.9381483311962084
1,0,0.29355484247558394,0.6645744555225188
0,0,0.677774701105303,0.6665894168393259
1,0,0.26133156000402075,0.8182679562343194
1,0,0.2727255465560581,0.7175194857483155
0,0,0.12639721446138316,0.7937223071988763
1,0,0.6287970615542623,0.5686690148592085
1,0,0.0787381259230157,0.5767999310512576
0,0,0.7286564709593844,0.5870108414839611
1,0,0.5565622193711465,0.5586112479896707
1,0,0.02448775997790561,0.9437708852072415
1,0,0.06882347708861161,0.6696631780457442
1,0,0.04227901134987946,0.6414428657373739
0,0,0.06549834541535557,0.6214818648157879
0,0,0.13919233614998533,0.6854980891842637
0,0,0.21897708035077643,0.3550562338310403
0,0,0.2545659395395387,0.6015037619671519
1,0,0.029674047707812644,0.9424143258687855
1,0,0.08683083029498587,0.7492691419786033
0,0,0.6550667677457203,0.5532358807846965
1,0,0.19956373716361042,0.7128014553902229
0,0,0.02876423895259439,0.7199405837452199
1,0,0.03636247776038532,0.7880783609502501
1,0,0.10426597829018601,0.6370025009322994
1,0,0.015077428179354271,0.959845060836108
